horizon_minutes,minute,q10,q90,mean,actual
240,175,-95.45588234701835,62.36138424456419,-10.3228636851887,-47.49999999999943
240,176,-96.40455201460615,63.10756335348986,-10.348154103858947,-50.499999999999545
240,177,-96.40455201460615,62.251748278626295,-10.354622092050649,-48.49999999999994
240,178,-98.02979926264335,61.844237148641156,-10.501953680215383,-49.499999999999034
240,179,-95.76386780558815,62.9208702698096,-10.734783148319753,-49.499999999999034
240,180,-95.76386780558815,63.14670937889545,-10.774030134463114,-49.499999999999034
240,181,-97.02456689013643,63.68282295169685,-10.806542990550241,-51.50000000000006
240,182,-97.47393687354351,63.403752258005795,-10.879232895064868,-50.499999999999545
240,183,-98.26154973798282,63.14670937889545,-10.995314378812779,-47.49999999999943
240,184,-97.70950469170015,63.14670937889545,-11.218928770434104,-47.49999999999943
240,185,-98.53350950682744,63.40423110897296,-11.262623905929512,-47.49999999999943
240,186,-99.26578632680919,63.63682373266321,-11.209726551986261,-48.49999999999994
240,187,-100.26390481128271,63.855657740481604,-11.304688363943695,-48.49999999999994
240,188,-100.26390481128271,62.02239697287105,-11.42254011541862,-45.49999999999983
240,189,-102.57879171040392,61.30609056361944,-11.646708087142601,-44.49999999999932
240,190,-101.53306816332673,61.844237148641156,-11.732650490662513,-46.50000000000034
240,191,-102.62079427613152,63.27463222409215,-11.679268334815198,-45.49999999999983
240,192,-102.60414407744604,61.49728919603956,-11.804902172614469,-45.49999999999983
240,193,-103.0448958790832,61.164949129686214,-11.911992155472403,-50.499999999999545
240,194,-102.50132908158366,61.164949129686214,-12.096644364929173,-47.49999999999943
240,195,-103.43553109100174,61.30609056361944,-12.199498970431762,-48.49999999999994
240,196,-103.94959805762844,63.3257113452542,-12.189747823499118,-47.49999999999943
240,197,-103.40938061896739,61.30609056361944,-12.310116415193125,-45.49999999999983
240,198,-104.78245406177943,62.87961512850994,-12.457902067131904,-43.50000000000023
240,199,-104.95828056734481,61.81698419224005,-12.616882795997006,-44.49999999999932
240,200,-105.83027860239628,60.04507892020881,-12.741892671698409,-44.49999999999932
240,201,-106.38462116428295,60.98574053866478,-12.72039446836974,-45.49999999999983
240,202,-106.0805953662883,60.82159697926772,-12.852986121677306,-44.49999999999932
240,203,-107.4363414423678,60.04507892020881,-13.025364799435735,-46.50000000000034
240,204,-108.1972311516962,59.821472856053376,-13.210653458476909,-47.49999999999943
240,205,-108.67361793255719,61.81698419224005,-13.38981214857409,-46.50000000000034
240,206,-108.72395806753985,61.743449170476794,-13.374234657227762,-45.49999999999983
240,207,-108.11621210899474,60.340188962058136,-13.529138960154441,-45.49999999999983
240,208,-109.80942444658088,61.70321983911899,-13.674385685483836,-44.49999999999932
240,209,-108.60157213682587,61.61420563321702,-13.875347881021717,-43.50000000000023
240,210,-108.01870971957793,61.81774423690782,-14.019693145313557,-45.49999999999983
240,211,-108.18095740735671,61.957954029481904,-14.040194330927527,-47.49999999999943
240,212,-108.67361793255719,63.13127787721243,-14.140093946311387,-47.49999999999943
240,213,-108.60157213682587,62.811376565617486,-14.322671545137448,-48.49999999999994
240,214,-109.60288850285417,61.81774423690782,-14.55896738774032,-48.0000000000004
240,215,-109.36570896053512,61.50691812891626,-14.711314912826058,-47.49999999999943
240,216,-110.41159833910982,61.59149061191596,-14.778118879695462,-49.499999999999034
240,217,-111.41546519949463,61.81774423690782,-14.88749288007712,-45.999999999999375
240,218,-111.99362522719072,63.13127787721243,-15.050211568040748,-48.99999999999949
240,219,-113.40502707805523,64.17989136400047,-15.206944697069282,-48.99999999999949
240,220,-113.75031868086462,63.13127787721243,-15.384781175682974,-50.0
240,221,-113.00938839828706,63.30716516856306,-15.42929956861282,-50.99999999999909
240,222,-112.63419880610718,63.58958212375419,-15.505812094551152,-50.99999999999909
240,223,-113.89182226494336,64.57313704093582,-15.714358310929322,-50.0
240,224,-114.22059597238892,64.1575366363433,-15.855942660421077,-48.99999999999949
240,225,-112.95364670474042,65.0243636187892,-16.00744523279774,-46.999999999999886
240,226,-114.6857616690629,65.06016069677337,-16.09573489569022,-46.999999999999886
240,227,-114.6857616690629,65.06016069677337,-16.212991477126565,-45.999999999999375
240,228,-114.60336747960898,66.00809564184831,-16.42922153919611,-45.999999999999375
240,229,-114.67221641276765,65.03721705728653,-16.596263061290315,-46.999999999999886
240,230,-115.39458895661582,65.04179848115362,-16.76218728010532,-46.999999999999886
240,231,-115.94161172695705,64.33169348473331,-16.81544341511191,-45.000000000000284
240,232,-115.94161172695705,65.2906163413941,-16.96667250350462,-45.000000000000284
240,233,-117.41572005579714,65.03721705728653,-17.24897782351924,-42.99999999999926
240,234,-118.20059230238803,63.810310837916994,-17.36891516689948,-43.99999999999977
240,235,-118.20059230238803,63.35855074401381,-17.524536336666518,-43.99999999999977
240,236,-118.92078771181325,62.7091078200184,-17.56871884081436,-42.99999999999926
240,237,-119.8196300282049,64.87039815452425,-17.76776052534172,-42.99999999999926
240,238,-121.36327459230321,65.03721705728653,-18.006766596307354,-45.000000000000284
240,239,-122.36776706577571,64.87039815452425,-18.160163748726223,-45.999999999999375
240,240,-123.53496739342256,65.8182630826955,-18.417761102742002,-46.50000000000034
